text,label_ids
"14964	luciano soprani donna eau de toilette for women by luciano soprani this is the best scent i have ever owned . i used to purchase from nordstrom , but they stopped making it . i was thrilled to find it at amazon ! !",[220]
"14965	fc female condom 15 pack works as it should , but a note here you much use a lot of lube and keep using lube . more lube the better it works .",[]
"14966	playhut crawl n play i do n't know how long this toy will last . it is very flimsy . my 19 month old is just ok with it he 's not really crazy over it as what you would see on the ad . if we do n't play it with him , he wo n't play with it much . we could 've lived without this toy ...",[]
14967	euphoria perfume for women by calvin klein not the first time i have bought it for my wife . she has been using it for some time now along with other perfumes but this is the one she loves most . i like the way it smells myself . this makes choosing a gift for her easy for me .,[221]
"14968	reese holland rusk light , crisp toast , 3 . 5 ounce packages ( pack of 12 ) this rusk is exactly how i remembered it tasting a little more than 50 years ago in my first home economics class . our teacher used it in our very first cooking endeavor . i recall we spread them with tuna salad , a slice of tomato , topped with a slice of american cheese , then placed them in the oven . my purchase arrived fresh , crisp , and very enjoyable . i was concerned about freshness , but i need not have worried . they were well packed and , so far , no broken pieces . i 've enjoyed sharing them with family and friends .","[458, 413, 397]"
14969	my brest friend slipcover i love my brest friend . and this cover is so cute i hate taking it off to wash it . i 'm so happy i bought this nursing pillow vs the boppy !,[]
"14970	cytosport complete whey protein this product has a few advantages over the muscle milk chocolate . more protein ( 20g vs 15g per scoop ) fewer calories per scoop . ( 110 vs . 150 per scoop ) the flavor is not as good as the muscle milk chocolate powder . it is generally lighter in texture and i think has a hint of coco nutty flavor . the aroma of the powder is pretty powerful to overwhelming . in my opinion , muscle milk chocolate has set the bar pretty high for any all chocolate protein powder drinks . the regular muscle milk has tons of extra vitamins and minerals that this whey product does n't have as a meal replacement ( see the image i uploaded for the label ) . so although you could use this product for weight loss , you wont be getting the vitamins and minerals that regular chocolate muscle milk has . it is up to you , but you might want to email the company and ask if they can send you a sample of the product before jumping into spending a lot of money for a large container . i am going to finish out this container , but i think i may go back to muscle milk on the next purchase .","[355, 456, 313, 26, 251, 220]"
"14971	tortuga original caribbean rum cake , 16 ounce cake we loved this cake while in the caymans and brought a bunch home . saw it in the airport in florida last year and bought some then . i 'm so happy that amazon now has them . yay ! ! ! now anytime we want , we can have a slice of the caymans , right here at home . our favorite is the original .",[]
"14972	conair 209p ion shine 1875 watt hair dryer with ceramic technology and cord keeper , color may vary i would have given this a better rating , because the dryer performs just fine . i especially like the variable speeds and heat settings . caution",[]
"14973	cloud b twilight constellation night light i ordered 3 of these ( 2 turtles and 1 ladybug ) for my 10 , 7 , and 16 month old and they all love them ! they put up stars and a moon on the ceiling and the kids think they are so cool . these make a wonderful nightlight , turns off in 45 minutes , and are very fun !",[340]
"14974	prilosec otc acid reducer , delayed release tablets this drug is very effective against acid reflux and gerd without need of more expensive prescription drugs . it is a proton pump inhibitor and works very well to control chronic heartburn . prilosec may take a few days to be effective and is not taken periodically but every day for 14 days . the effectiveness is dramatic . in most cases there is no heartburn for an extended period after recommended dosage . check with a doctor before use to rule out a serious problem , and you may be advised to use this to control your symptoms as i was .",[]
"14975	thinkfun zingo game is extremely well made and durable since the chips with the pictures are made out of plastic i can see this game lasting a long time . i bought this for my 5 and 8 year old all in all they seem to like it , but one suggestion i would make to anyone who is buying it is have at least three people two kids playing and a parent to make the chips come out . when allowing the boys to play on their own ( so both have cards to fill and one of them is operating the chip releaser ) the child releasing the chips "" hovers "" over them so they are usually the one to first say and grab the chip ... which results in fights .","[372, 340]"
"14976	old fashioned black jack taffy candy , bulk , 16 oz this is a unique and delicious flavor i have n't found in any other candy . i had found it locally once last year but the store did n't continue to carry it . this sent me searching for more like the mint juleps they were around in the sixties","[444, 340]"
"14977	thermoskin thermal foot gauntlet this seemed to make my foot even colder . but that is probably an unfair assessment , since it was so uncomfortable that i could n't wear it for more than ten minutes . it simply added "" and clammy "" to the description of my "" very cold "" feet . my foot might have warmed up later , there in that little straight jacket for feet . i have permacold feet due to chemotherapy , but hand warmers placed between layers of socks are far more comfortable than this . it was also a little annoying to find that i had indeed ordered a "" foot "" warmer , and not "" feet "" warmers . for that price , i kind of expected there would be two . ( but of course , it does say one foot warmer , so that is really my mistake , not thermoskin 's ) . i like the idea of a specialty item to really warm up cold feet . for me at least , this was not it .",[382]
"14978	kelo cote for scars this is an amazing product , but , do not order it from this company . the product page said the amount was for 2 tubes . when i finally received the one tube and contacted the company , they said "" they would get on it right away ... "" ... it 's been two years and many e mails later and still no product ! ! !",[]
14979	huggies snug dry diapers we use huggies on our babies because they never let us down . i 've tried other brands of diapers on my kids and had problems with leaking or rashes . never had those problems with huggies . i 'll always use them !,[340]
"14980	nature valley chewy trail mix bars , fruit and nut , 6 count boxes ( pack of 12 ) the first thing you taste when you first bite into these bars is peanut . then almond followed by berries . i devour them in a minute . i give them only 3 stars because there is too much high fructose corn syrup in them . my search for the perfect energybar continues !","[425, 340, 29, 214]"
"14981	luvable friends my first clown musical pull toy , pastel the musical pull string does n't pull down . not worth paying more shipping charges to send back . i threw it away !",[]
"14982	cardinal gates corner cushion i do n't have children , however i own an ikea malm bed with razor sharp corners . i kept hurting my shins with the corners due to the tight space in my studio and having to navigate around the bed to get to my closet . i ordered these in black and it blends in perfectly with the malm black brown veneer . it was easy to install with the included double stick tape . it remains to be seen if this leaves a residue on my furniture . you can hardly tell the corner cushions are there and my shins are much happier .","[160, 204, 455]"
14983	bags on board regular bag refill pack great product . my only issue was where to tear the bags . in the dark it was a little difficult to find the perforation . overall i love them . will order again .,[]
"14984	aquadoodle go 'n doodle travel doodler i love the concept of the aquadoodle as my daughter received the hardcased , double sided one , the large mat , extra pens and stampers for christmas . however , after 3 months , the double sided portable one rarely works . i guess it has been used too much that now when drawing on certain spots , nothing shows up . this is too large to take with us on trips . glad there are holders for the pens thanks ! also , for the pens","[160, 436, 430, 343, 204, 334]"
14985	leapfrog original leappad learning system from 2004 wonderful toy . we have had it since last christmas and it has held up extremely well with my 5 yr old ! he still plays with it . one note though,[]
"14986	see me connecting tunnel neon we bought this tunnel over a year ago for our then crawling almost one year old . i figured it would encourage her to crawl more , which it did she loved it ! now she 's a running , screaming , jumping , independent 2 yo who still drags this tunnel out of the back corner of the play area ( where i 've tried to hide it ) and squeals excitedly when we pop it out for her to play in . her older sister , who is now 3 1 2 , also loves the tunnel . she copies her aunt 's ideas and stands upright in the tunnel to pretend she 's a monster , or hops with it around her and pretends to be a caterpillar or a frog . we do n't yet have any of the tent accessories , but we build our own tents with sofa cushions and sheets , then stick one end of the tunnel in a gap , and you have a secret entrance to a special hideaway . this is one of those classic toys that children of all ages can find lots of uses for it sparks creativity and imagination , and gives mom a few minutes' break to go clean the kitchen . ) update","[51, 419, 467, 455, 301, 267, 221, 270]"
"14987	beyblade dranzer s combination type a 2 classic this toy is the best toy in the world . turnaments , battles , launchers , spirit blades this toy 's got it all . i too have a team , the blade busters we 've never been defeated we have beyblades from the show i recommend this toy to anyone who likes toys ! ..",[176]
"14988	balance bar nutrition energy bar , 1 . 76 ounce bars ( pack of 15 ) i do n't know about the other varieties of this bar , but the chocolate raspberry fudge bar is great for a meal on the go or a quick lunch . if there is any problem with them it 's that they are so good , i could become adicted to them .","[355, 172]"
"14989	best of tribond board game have n't played it yet , but looks like a fun family game ... got it for family game night when my kids come to visit .",[340]
"14990	kyjen hide a squirrel puzzle toy for dogs i own a small spitz dog and she loves anything involving hunting . she adores it ! surprisingly , she did not be able to destroy it at all , no matter how hard she played with the squirrels and the trunks . it 's a great product , i highly recommend it . also , very fast shipping !",[]
"14991	nature 's answer slumber this product works pretty well . i had difficulty finding alcohol free night time products and so i was happy to find this . prior , i had tried valerian by itself and well , for a few reasons that did n't work . but for some reason , this does . i know it has valerian in it but the taste is better and i pair it with an alcohol free california poppy ( found here on amazon ) and i think they compliment each other . my sleep has improved quite a bit and i do n't wake up drowsy . like many sleep products , i did have to try different amounts to find which worked best for me . after waking up too tired , or waking in the middle of the night , i found that 4 5 drops works just right in my water . if i do wake ( infrequently ) in the middle of the night , i still drink from the water that has the drops in it and i fall back to sleep within about 10 minutes . i 'm quite happy with this product . i have already recommended this to a friend , and i continue to buy it for myself . i 'm not sure why but the cap frequently leaks . when you shake it , just hold a tissue over the top so it wo n't run .","[291, 444, 29]"
"14992	biotone advanced therapy massage lotion ( 8 oz w pump ) i researched and purchased this lotion about 8 months ago to take along to my chiropractor and massage therapist treatments both continue to comment on how much they like working with my lotion . i love this stuff it does n't smell ( i have one of the most sensitive sniffers on the planet ) , it lasts well during a 60 minute massage , and when used as a moisturizing lotion it absorbs easily . it is also non staining . my chiropractor got some on my slacks once and it washed out completely . i see a few massagers complain that they need to use too much , but that has n't been an issue for me whatsoever . i 've had five months worth of weekly visits to chiropractor and or massage therapist and still have more than an ounce left in my 8 oz bottle . i 'm ordering the gallon now , so i can moisturize and still have plenty left for therapy appointments !","[448, 402, 524, 95]"
"14993	vitol incredible quick weight gain 5000 dietary supplement , super charged anabolic formula , ice cream vanilla , 64 ounce tub gross , not even worth the purchase . i ended up throwing 2 jugs of this stuff away after using it for a week . do n't buy this , there are much better products on the market for equal price .","[128, 313, 129]"
14994	leapfrog hug learn baby tad plush my daughter got tad as a gift either for her 1st christmas ( 6 months old ) or for her 1st birthday . she still at 2 years 4 months keeps tad in bed with her and plays the music until she falls asleep . now she knows the words to all the songs too . i 've gotten tad for other kids for birthdays and would buy him again !,"[241, 340]"
"14995	revolving playing card tray holder for 6 decks this was nice but not what i was looking for , i was looking for one that would hold 6 decks on one side and the discards on the other .",[]
"14996	pirate 's booty pirate 's booty with golden caramel , 5 . 5 ounce bags ( pack of 12 ) i just bought a bag of this at my local store , knowing i wanted to try it before buying this 12 count case . wow ! this tastes just like carmel corn ! this is a peanut free snack . by no means would i expect something that tastes this yummy to be calorie reduced . very easy to eat , light crunch and that carmel corn flavor without the flossing afterwards ! my son is allergic to peanuts and robert 's snacks do not have them nor are they made in a plant with them . check out thier website . only a few items run the risk of peanuts in them . will buy again !","[355, 484, 488, 425, 366, 179, 340, 214, 444]"
"14997	rustic crust old world pizza crust , ultimate whole grain , 12 inch crusts ( pack of 8 ) i always enjoyed topping our own pizzas and used to buy frozen dough balls . the problem was that they took so log to thaw out so you really had to think ahead . rustic crust crusts are great as they are always ready for the "" meal emergency "" and they taste fantastic ! our family eats these at least once a week . the kids love it ( and so do the adults ) . i love how the crusts have different flavors . these really are quite good . and on top of it they are all natural . great stuff .",[340]
"14998	melissa doug deluxe standing easel i bought this easel for my eight year old grandson . it fits him perfectly and he enjoys having two separate work surfaces . he has not yet used the chalk board but he has painted on the white board side ( on the roll paper we ordered separately ) . he was thrilled with the large work sheet and the built in paper "" cutter . "" the assembly instructions were reasonably clear and easy to follow . after a false start or two , the easel went together in about 45 minutes . our easel was missing one cap screw and one of the legs has a warp in it and what looks like a knot that might weaken the leg and cause premature failure . i have notified melissa doug and i am awaiting their response to my "" complaint . "" i will update this posting after those matters are resolved . update",[]
"14999	bob 's red mill old country style muesli , 40 ounce bags ( pack of 4 ) i bought this product based on all the 5 star reviews . i really wanted to like it . first i had it with cold milk . yuck , it tasted like cardboard . then i tried it warmed up like oatmeal added brown sugar . still tastes like cardboard . how can anything so tasteless be loved by so many people ?","[280, 313, 213]"
15000	candy crate 1980 's retro candy gift box we used the candy as party favors for a retro 80 's party . they were a big hit and brought back a lot of childhood memories .,"[340, 430]"
"15001	acnefree severe acne treatment system i have had acne problems for years . now , at 17 , i was really becomming irritated with my acne and nothing working . venting out my frustrations to my mom , she found this for me . i had tried proactive as well as prescribed medicines from my dermatologist . i was a hesitant at first for buying this poduct because of the number of people who did give it a poor review . my mom and i sat down and read all of the reviews and came up with the conclusion that the majority of the people who gave it bad reviews had had progress with proactive . with that being the opposite for me as well as the product being realtivly cheap , i decided to try it . i got it later the next day from my local drug store and used it that night . the next morning , i could already tell a difference ! the redness had decreased a considerable amount , and my acne keeps going away day by day . i love this product and it is really a confidence booster .",[]
"15002	natural missst herbal hairspray mist super hold 8 oz spray the best i have never had . do not smel , i love it . hold very well",[25]
"15003	kai gift bag most scents trigger migraine headaches for me so just say i 'm really cautious whenever i do chance a sniff . i read a lot of reviews and researched the "" notes "" before ordering . so far i 've been pleasantly surprised . the fragrance is definitely tropical and floral when first applied but after about 10 minutes there is a subtle shift that i 'm really enjoying . the one size fits all shirt is a size small , fruit of the loom brand men 's undershirt . it does have some stretch and is ok for sleep wear if you are a medium to large like me .","[24, 10, 498]"
"15004	junglie lion med 14 "" we got this as a gift from our kids god parents and have since bought another to replace the well loved "" li "" lion . we took him home to visit our parents and my mother in law put him in the dryer after the washer , and the dryer burnt off the lion hair and it 's become rather matted . also , our child often ate hair off the lion by pulling on it with his teeth , mostly when he 's teething or hungry . this is by far is most favorite stuffed animal . he ca n't go sleep without him .",[340]
15005	mabis 04 228 001 smartread deluxe automatic wrist digital blood pressure monitor the original did not work and the replacement did not work . amazon stood behind this product but the manufacturer did not . mabis wanted 5 . 00 to return this junk for warranty but several calls to them about replacement went unanswered . i finally received an e mail from them concerning the first unit a week after amazon had already sent the replacement . this product is junk and the company that makes it could care less about customer service .,[]
15006	lego make create designer prehistoric creatures ( 4507 ) my son loved this . we only had a few minor problems getting the pieces to stay together for the arms . he was a bit disappointed that he only had enough to make the dinosaur and no other animals .,"[301, 29]"
15007	bebe au lait nursing cover this is a great nursing cover . provides privacy yet allows you to watch your baby nurse . the ring like top is great . it 's also made of cotton so it 's breathable unlike some other covers . long enough to cover your baby securely . easy to adjust and put on and take off . also folds fairly compactly . highly rec . for nursing moms .,[]
"15008	earth therapeutics feng shui back brush w ergo grip i had this less than 2 weeks , accidentally dropped it in the shower and the portion of the handle above the rubber grip broke off ! i 'll be investing in a more expensive wooden one next . this is a cheap piece of junk . do not waste your money .","[108, 204, 301, 182]"
"15009	yummyearth organic lollipops , assorted flavors , 30 ounce container these lollipops are so tasty ! i love that different flavors such as mango and pomegranate are included , and even the "" standard "" flavors like cherry and grape are better than regular ones . not to mention that they do n't have anything artificial in them ! ) these candies are pretty small . i believe 3 of them make one serving size , which is good because you can either eat another one if you want or just stick to one without feeling guilty about eating it ! also , the number of each flavor is roughly equal , but they are n't mixed up . when i opened mine , all the grapes were in the front , the cherry behind those , etc . i had to dump them all out to try apple d","[1, 498, 340, 357, 455, 360, 9, 346]"
"15010	china glaze nail lacquer with hardeners this polish was recommended by someone i am subscribed to on youtube and i 'm so glad i listened ! i love this polish . it reminds me of the tiffany co . color and its very fitting to call it "" for audrey "" after audrey hepburn role in a classic film , breakfast at tiffany 's . i got so many complements on this color . i feel like getting the entire china glaze collection now !","[458, 482]"
"15011	bsn nitrix advanced vaso muscular volumizer i used it like a 4 years ago , and i am still impressed with its quality in the market . this price is unbeatable .",[]
"15012	tone 's sweet basil leaf 5.5 oz . shaker i looked a lot of places for this spice and was unable to find it in the stores anywhere .. but , since i usually find almost everything i need or want on amazon i figured i would try to find it on here ... the bottle is pretty big and i really love this spice for my chicken enchiladas ...","[425, 2, 372]"
15013	shalimar for women by guerlain eau de toilette spray i have used shalimar for many years and both men and women will comment on the wonderful aroma . it is light and not heavy and i will use it forever .,"[25, 220]"
"15014	plasmacar blue each of our children own a plamsa car , and they love them . my 10 , 6 and 2 year old all enjoy riding them ! i have given several as gifts and they are always a big hit because they can enjoy them for so many years . it is very easy to navigate , extremely durable and the best gift we have ever recieved or given ! do n't let your child miss out on this uniquely designed child propelled toy !",[455]
15015	enzymatic therapy remifemin have been on this for 3 weeks now and still having night sweats a lot and hot flashes during the day i would not recommend it at all,[]
"15016	skip hop dash canvas kelly green i asked for this diaper bag for christmas 2007 . i have had it for almost a year and i have to say it has held up pretty nicely . i get compliments on the "" cute "" bag and most people in my area do not have it . it is n't and it works for a girl or a boy . even my husband does n't mind the color or style . fyi they have the same bag in a lot of other colors . the best part of this bag is that it has the clips to convert it to a stroller bag . it has lots and lots of storage space and there are times i end up losing little bags of snacks and goodies with all the inside pockets before i get a chance to clean the bag out . the canvas is sturdy and durable . i use it everyday and it looks new still . no stains and pretty easy to wipe off . my sister in law wants one since in the last year she has already gone through 2 diaper bags she got from the local baby mega store .","[179, 340, 484]"
"15017	deluxe basic car the materials are standard size , however the wheels and axels are not the bsa kit and do not qualify if your competition forbids aftermarket wheels and axels .",[]
15018	dr . scholl 's insoles massaging gel sport men 's 8 13 these are awesome insoles . in my opinion you should only buy sport insoles . when do you put on shoes to sit around ? ? these soles are very soft and comfortable while supplying ideal support from the harder plastic sport insert . also if you have a size 12 . 5 or 13 foot you wont have to trim them to fit your shoes ! ! i own two pairs of shoes and have these in both of them . my 1st pair of soles outlasted 2 pairs of shoes ( about 2 years of heavy use .,"[168, 241, 187]"
15019	slim jim snack sticks these are addictive although you can find a better price at sam 's club if you do n't use the 10 dollar off coupon,[]
"15020	natrol ( incl laci le beau teas ) dhea 25 mg for someone who had dhea levels reading at . 8 , i was in dire need of some bioidentical dhea supplementation . i started taking the dhea 4 nights ago at 50mg twice a day . i decided to take it at this dosage for the first week as a boost . the night i started taking it , i finally slept through the night ( usually i end up having to wake up for the loo ) . the next day , i noticed that i was drinking more water and using it too rather than having to use the bathroom more frequently . i had more energy than i had in weeks and did not have to take any naps during the day . the same was the case for the first 3 nights . however , certain events took place after that that were too emotional draining so i ended up having to rest during the day yesterday . otherwise , so far so good . natrol dhea tablets are small and dissolve easily . so i get the satisfaction of feeling it dissolve a little under my tongue before i swallow it with water ( may be weird to some but i feel like it may work better that way ! ) . best feature of natrol 's dhea is that it is vegetarian . took me a while to find a brand that was vegetarian and affordable !",[]
"15021	23 "" balaenoptera musculus radio remote control racing boat ( colors may vary ) this is a really fun , fast boat . the battery life is extremely short if you have to go very far away to use it , you will be very disappointed how quickly the charge runs out . although it is not very difficult to operate or assemble , you have to figure out how to without instructions . the instructions are such a bad translation from chinese that they are essentially useless ( except for comic relief ) . it is important to note that the boat will not operate out of the water , since the water completes the circuit for the battery ( although a diagram inside the boat shows how to test it by touching the two propeller shafts ) .",[436]
"15022	panasonic er389k rechargeable beard and mustache trimmer i just ordered a new er389 because my current one died after a little over two years of use . it was a nice little trimmer while it lasted , but i really do n't think i should be filling landfills with dead trimmers every two years . if a frequent problem with these devices is that the batteries die , i 'd be happy with a long lasting trimmer with an old fashioned power cord . by the way , i previously owned a wahl battery only portable trimmer and a wahl ac trimmer , and they both had short lives .","[334, 204, 518, 359]"
"15023	lifesavers sugar free butter toffee hard candy , 2 . 75 ounce bags ( pack of 12 ) lifesavers sugar free butter toffee candy has been my favorite dessert and snack for a while . i was so disappointed when i could no longer find this product at local stores . then lo and behold , amazon . com came thru once again . i ordered 3 boxes , which should satisfy my sweet tooth for a while . unfortunately i do n't think that lifesavers is offering them anymore (","[344, 340, 438, 313, 280, 425, 488]"
"15024	kashi tlc chewy granola bar , cherry dark chocolate , 7 . 4 ounce box ( pack of 12 ) the cherry chocolate kashi bars are great , but they 're a lot cheaper at my target ( 2 . 74 a box , sometimes on sale for 2 . 50 ) .","[400, 355, 340, 213, 425, 252]"
"15025	melatonin 2.5 mg ( liquid ) by natrol kids did not like the flavor , and it was hard to disquise in any foods .",[340]
15026	nautica voyage for men by nautica eau de toilette spray the fragrance is somewhat mild . a perfume does not have to be always strong enough to leave an impression . this one clearly fails in that category . also the scent does not stay for long time .,"[24, 25, 10, 220, 221]"
"15027	medela pump save breastmilk bags 50 pack it takes a lot of strength to close the zip . sometimes you think it is closed but it is not ! and when you try to store the breast milk , it leaks ! it happened to me a few times already !",[313]
"15028	philips norelco 6613x reflex plus rechargeable cordless men 's shaving system things just seem to be going downhill for my expereinces with norelco . i bought my 6618x razor last october and have been quite let down . first , the box said it was made in holland like all my previous shavers inside on the unit it 's marked made in china . next , do n't even think this thing can operate on the cord when the battery gets flat you 'll simply have to wait until it gets recharged . whose idea was that ? my advice is to look very carefully to see if it can be operated with the cord as well as cordless this was never a concern in my past norelco 's , either they had a battery or they did n't but they always worked on the cord . i imagine when the battery gets worn out this shaver will end up in the trash . pity .",[]
"15029	hot wheels molded 48 car case colors and styles may vary i have bought several of these cases over the years . my boys are now grown , but wanted to keep their matchbox and hot wheels cars , so i purchased several of these cases . they are rigid and well made and hold all but the longest and tallest of the small vehicles . i would recommend them to anyone who wants to organize their matchbox and hot wheels cars , even if it 's just for storage and not just from playtime to playtime . i 'm quite happy with my cases !","[56, 182]"
"15030	euro wooden lap desk with storage received mine yesterday . very well made . agree the pad is a bit stiff , but nothing that detracts from an otherwise excellent product . i have seen much worse lap desks sell for much higher prices . i 'm ordering another one for my girlfriend .","[204, 108, 301]"
"15031	boon pod bath toy scoop , green frog thankfully another reviewer mentioned that they bought extra strong hardware grade two sided tape that kept it stuck to the wall . after first few days when fell off i bought the tape and voila it has stayed for months and months now , even with repeated clumsy removal of toy holder and kid smacking it around !",[374]
"15032	leapfrog fridge phonics magnetic alphabet set styles may vary i bought this toy for my 3 year old daughter almost hesitantly . i thought maybe she had surpassed its educational benefits . i was very surprised at how interested she was in it . she had muttered a few abc 's previous to playing with this . within one week she was singing the entire alphabet ! she now works on the sounds of each letter while im doing dishes , cooking or doing laundry . another aspect of this toy is keeping things in a certain order . we line the letters up in order , so she 's beginning to learn put the letters away where they belong , a b c d e f g h .... a place for everything and everything in its place ! for 18 dollars you introduce your child to so many things ! !","[458, 459, 108, 301, 397, 207]"
"15033	conair ceramic hair flat iron my mother bought this a couple of years ago and i used it to try and straighten my hair . it did n't do anything besides frizz and dry out my hair . since my hair was curly at the time i figured that 's why it did n't work . i recently tried it again today because my hair is now relaxed . it did n't work this time either . it basically dried out my hair again and did n't even begin to straighten my hair . i would n't recommend this . if you want a flat iron , invest your money in a good one . trust me , it 'll be worth it .",[]
"15034	everlasting treat ball i would not buy this if your dog chews things up , it is already done with and we just bought it . our dog is only 23 pounds too (",[]
"15035	panasonic es8077s vortex hydraclean system electric shaver i am old enough ( 71 ) to have gone through many electric razors and this is the best i 've yet found . the razor works so well that , even with a heavy beard , i only have to shave every four or five days ! ( in between i just look modern chic . ) the next best was a norelco , but the problem with that razor is that if you have a beard or mustache you will constantly be shaving off part of it it just takes everything . the fact that i can shave into the beard with the regular heads without nicking makes this panasonic ideal . the pop out trimmer works excellently , also . it is convenient that the blades need replacement only every two years , and the outer foil , equipped with included long hair clipper , lasts a year . other brands i 've tried cut that time in half . in short , the parts ( accessories ) are n't cheap , but they last twice as long . i 've been using this razor for a year and it shaves as well now as it did when it was new . the vortex cleaning system really keeps the entire head assembly super clean ( although i had to clean the part where the head rests once ) . the cartridges can be expensive if you need to shave every day , but the razor can be well cleaned in hot water , so the vortex need not be used after every shave . the way i use it , i get fifteen cleanings before i have to change the cleaning cartridge . it can be removed from the holder and used any time , as long as there is a charge left in an emergency , the cord can be used . p.s . you do have to learn how to use an electric shaver ! the alternative is the firm of nicks cuts .","[1, 419, 455, 221, 270]"
"15036	fire engine truck w . access . and light and sound module my son has had hours of fun with this truck ! some smallish pieces to keep track of , otherwise very cool bruder product great detail !",[]
"15037	bump fighter refill cartridge blade 5 ea pack this the best product by far for african american men . i have been using this for ten years now , i have no bumps .",[]
"15038	iris plastic exercise containment pet pen for dogs , white we call this our pet apartment . we have two miniature dachshunds who stay inside our home all day while we are away at work . they love their apartment . it is big enough inside for them to have their bed , food , water , potty pads , and play area . one of the great things about this particular one is that you can reshape it so that it can take on just about any shape ... even go around corners like we have it doing now in our home . we even went out of town and packed it down so that we could take it with us . ( it is so easy to take apart and put up ! ) the sides are tall enough so that our babies can not begin to jump over it . it is sturdy enough that they jump onto the sides and lean on it with no wavering of the structure ... when it is all connected . it does not mar the floor . what a plus ! ! ! i do n't know how we ever got along without this ! ! !","[16, 196, 182]"
"15039	glow for women by j . lo eau de toilette spray great shipping and service , product was as stated and in perfect condition when it arrived ! 5 stars",[25]
"15040	svat al100 breathalyzer personal digital breath alcohol tester detector analyzer i recently conducted a wine study where we had 40 participants drink 10 wine samples of . 75oz . we calibrated the al100 units for each participant and found that the results varied by almost . 2 after drinking . yes , that value is not a typo and yes we allowed up to 30 minutes post drinking before testing . we even had non drinking control participants use the device and found that most values indicated the controls were extremely intoxicated ( bac . 2 ) at the conclusion of a study where they consumed no alcohol . i believe there are many factors that affect the bac values for the al100 but none are explicitly stated in the instructions nor would any user be able to attend to them all . so if you are seeking a device to help your child avoid a dwi , i suggest you look elsewhere . if , however , you are looking for a cocktail conversation piece then this unit provides ample coverage . the wild values will get a great laugh and the cost will easily be justifiable after just one party .",[]
15041	majestic pet majestic bungalow cat tree this item arrived quickly and was easy to assemble . my cats love it so much and it looks good too . it also does n't take up too much room which is great because i live in an nyc apt .,[]
"15042	nature 's way blessed thistle towards the end of breastfeeding my son , i began taking 'fenugreek' and 'blessed thistle' . it really brought my milk supply back . there was a noticeable difference if i skipped taking 'blessed thistle' .","[313, 468, 29]"
"15043	revlon rv2708 pro grip boar blend porcupine cushion brush , colors may vary this brush is really comfortable . one star off because the fine bristles are not natural boar bristles but a synthetic material ( boar and nylon blend ) . it is not as effective as a natural boar brush in distributing the oils in the hair . overall a great brush .",[216]
"15044	source naturals pycnogenol 50mg pycnogenol was recommended to me not as an anti oxident , but for joint pain . glucousomine chondroydin was not working , so i tried pycnogenol from gnc and got great results . knowing i wanted to continue the supplement , i looked to amazon for the most cost effective brand , and found source naturals . it works as well or better , and with amazon 's scheduled replenishment program , the cost is even lower , and i do n't have to worry about running out .","[514, 391]"
"15045	little tikes totsports t ball set my son got this for his 1st birthday and he has played with it constantly ever since ! he 's almost 2 and it 's still his favorite toy . it is much better than the other t ball sets he has played with because the bat actually has weight to it . the bats at his grandparent 's house are so light he can carelessly hit the balls into everyone and everything but with the heavy bat in this set , he needs to use proper form with both hands on the bat , which makes it much more controlled . my only minor complaint is that the box advertizes height adjustable , but the only adjustment is unscrewing the t from the base to change the height an inch or less . all in all , we love this t ball and we would definitely get this set again !","[417, 315, 204, 215]"
"15046	q gel mega 100 ( 100mg hydrosoluble coq10 ) q gel mega 100 was prescribed to me by , essentially , two of the leading physicians in the country who treat the condition i had ( fortunately both here in town ) . the symptoms that this product deals with were unusually quick muscle fatigue , slow recovery from exertion , generalized muscle weakness , and unusual and occasionally painful tightening of muscles at rest . not fun . while coq 10 is the indicated supplement for treating these problems , they both told me that q gel mega 100 is far and away the product with the greatest bio availability . ( with most vitamin and supplement products , a significant amount of the desired vitamin , mineral , etc . is filtered by the kidneys and is literally flushed down the drain . "" high bio availability "" means much less flushed down the drain and less stress on the kidneys . ) the results of using this product were entirely satisfactory . over the course of treatment i recovered completely . while the price might seem high , the results i realized make this a flat out bargain . personally i would not recommend taking this ( and most other vitamins supplements for that matter ) without the advice of a trusted , knowledgeable physician , pharmacist or phd in the field . then , when coq 10 is indicated , this is hands down the best available formulation of it . as the old tag line said","[514, 26, 251, 23]"
"15047	a taste of thai spicy thai peanut bake , 3 . 5 ounce packets ( pack of 12 ) i like spice , so it 's great for me , but if you are using it for meat and are in the habit of marinading and seasoning the meat before preparing it , tone down your own spices , this spicy peanut bake is spicy enough on its own and tangy and does n't require additional seasonings . so be careful .","[0, 1, 2, 216, 249, 366]"
"15048	sporn double dog coupler i saw this product amazon sells , sporn double dog leash two dog leash med xl , blackand since that had a full description of it being a m xl , and it costed a few extra dollars , i assumed that this product , sporn double dog couplerwas the xs m version . it 's not they are the same exact item , except this was a few dollars cheaper . what i received was indeed the m xl one like others claimed . it is well made , easy to adjust , and easy to use . however , i have two westies , both about 20 lbs each and it 's just almost too heavy for them , but definitely too long and they keep managing to get their legs tangled in there . ( the younger one , because he is a wild man . ) it 's a shame because it really is a good product , and i wished amazon described this better and carried the xs m one .",[160]
